ticker,date,pos,neg,unc,ceo_ratio,analyst_ratio,net_sentiment,sector,Adj Close,returns_market,rolling_corr_net_sent,recommendation_mean,PE Ratio
ABBV,2016-10-28 18:47:11,0.0427,0.0058,0.0081,0.2857142857142857,0.0,0.0369,Healthcare,40.85372543334961,-0.0628048962978481,0.2511554073757264,2.2,12.28
ABBV,2017-01-27 19:31:15,0.0445,0.0156,0.0122,0.0714285714285714,0.0,0.0289,Healthcare,42.9853401184082,-0.0207278926261564,0.357524475272615,2.2,11.94
ABBV,2017-04-27 19:34:39,0.0368,0.0184,0.0138,0.0,0.0,0.0184,Healthcare,47.80492401123047,0.0158362914465155,-0.1842054647930134,2.2,12.1
ABBV,2017-07-28 22:38:23,0.0544,0.0113,0.0102,0.0,0.0,0.0431,Healthcare,51.42497634887695,-0.0179841690068984,-0.6530271541442065,2.2,12.9
ABBV,2017-10-27 18:12:06,0.0418,0.0215,0.0084,0.0,0.0,0.0203,Healthcare,67.58203887939453,0.0264626529607414,-0.802243515600123,2.2,15.79
ABBV,2018-01-26 21:18:06,0.0527,0.0092,0.0115,0.3333333333333333,0.0,0.0435,Healthcare,91.2271499633789,0.137673061800599,0.3451329682735187,2.2,21.62
ABBV,2018-04-26 18:04:21,0.064,0.0116,0.014,0.0,0.0,0.0524,Healthcare,72.89382934570312,0.0606291036304551,0.2562981895295007,2.2,17.66
ABBV,2018-07-27 21:46:59,0.0604,0.0107,0.013,0.0909090909090909,0.0909090909090909,0.0497,Healthcare,68.43888092041016,-0.0359803190164322,0.0267741761103603,2.2,17.16
ABBV,2018-09-12 19:19:10,0.0347,0.0232,0.009,0.0,0.0,0.0115,Healthcare,70.46424102783203,0.0006442076619541,0.2288801367078754,2.2,14.77
ABBV,2018-11-02 16:23:27,0.0478,0.007,0.0117,0.0,0.0,0.0408,Healthcare,60.76905059814453,-0.0081036019737753,0.1758690256867312,2.2,14.77
ABBV,2018-11-27 20:25:24,0.0267,0.0053,0.0093,0.0,0.0,0.0214,Healthcare,66.97119903564453,0.0166973481002645,-0.8023408711004345,2.2,19.67
ABBV,2019-01-09 21:27:30,0.0628,0.0083,0.0107,0.5,0.0,0.0544999999999999,Healthcare,67.07048797607422,-0.0328231569807752,-0.8345816671228276,2.2,19.67
ABBV,2019-01-25 18:52:18,0.0446,0.0241,0.0193,0.1666666666666666,0.0833333333333333,0.0205,Healthcare,62.27208709716797,-0.0621798842438675,-0.0439364732353729,2.2,19.67
ABBV,2019-03-12 16:14:08,0.0656,0.0171,0.0143,0.5,0.0,0.0485,Healthcare,60.880348205566406,0.0084525432792621,0.118913703666796,2.2,17.86
ABBV,2019-03-13 19:19:09,0.0439,0.012,0.0146,0.3333333333333333,0.0,0.0319,Healthcare,61.02727508544922,0.0024133712144138,0.4514030594672055,2.2,17.86
ABBV,2019-04-25 22:11:10,0.0574,0.0164,0.0105,0.1666666666666666,0.0,0.0409999999999999,Healthcare,62.15763092041016,0.0085164921544389,0.8656207203541167,2.2,17.86
ABBV,2019-06-12 21:21:57,0.0298,0.0117,0.0207,0.6666666666666666,0.0,0.0180999999999999,Healthcare,61.55438995361328,0.0051171788548409,0.6440516386108432,2.2,20.95
ABBV,2019-06-25 19:29:10,0.0343,0.0581,0.0092,0.1764705882352941,0.0588235294117647,-0.0238,Healthcare,51.47159957885742,-0.1625237478374874,0.9485171067939808,2.2,20.95
ABBV,2019-07-26 17:56:58,0.0327,0.0497,0.0078,0.3846153846153846,0.0769230769230769,-0.017,Healthcare,53.89495468139648,0.0165015383247262,0.5872824305809906,2.2,20.95
ABBV,2019-09-10 20:22:25,0.0392,0.0216,0.0149,0.6666666666666666,0.0,0.0175999999999999,Healthcare,54.2290153503418,0.0221888982165745,0.6606214467704985,2.2,27.77
ABBV,2019-11-01 19:45:10,0.0334,0.0527,0.009,0.4166666666666667,0.0833333333333333,-0.0192999999999999,Healthcare,65.97044372558594,0.0276552135430396,0.4591223005761132,2.2,27.77
ABBV,2020-01-15 19:22:17,0.0505,0.0093,0.0252,0.5,0.0,0.0412,Healthcare,73.00403594970703,0.0120183180594701,-0.6221477640250624,2.2,13.54
ABBV,2020-02-07 18:36:46,0.0307,0.0473,0.0141,0.3076923076923077,0.0769230769230769,-0.0166,Healthcare,75.48222351074219,0.058614640472383,-0.750480174896915,2.2,13.54
ABBV,2020-05-01 19:27:53,0.0209,0.0561,0.0235,0.2857142857142857,0.0714285714285714,-0.0351999999999999,Healthcare,68.76370239257812,0.0077858845955502,-0.2129793732922204,2.2,11.03
ABBV,2020-07-31 19:59:11,0.0449,0.0112,0.0157,0.2857142857142857,0.0714285714285714,0.0337,Healthcare,79.74432373046875,-0.0117658715976601,-0.4572355231920529,2.2,17.33
ABBV,2020-10-30 20:18:17,0.0549,0.0082,0.014,0.3125,0.0625,0.0467,Healthcare,72.47557067871094,0.0549149984097736,0.0335015644765665,2.2,15.55
ABBV,2021-02-04 00:59:09,0.0433,0.0122,0.02,0.3125,0.0625,0.0310999999999999,Healthcare,93.51082611083984,0.0147733750392753,0.355532391066764,2.2,31.89
ADBE,2009-09-16 03:05:17,0.0178,0.0069,0.0069,0.1111111111111111,0.0555555555555555,0.0109,Technology,33.349998474121094,-0.06372825732265,0.1166659455035401,2.0,47.41
ADBE,2009-12-16 02:52:11,0.0204,0.0139,0.0107,0.1176470588235294,0.0,0.0065,Technology,37.86000061035156,0.0412541247200353,0.4747749575812793,2.0,47.41
ADBE,2010-03-24 19:11:33,0.0203,0.0046,0.0166,0.1764705882352941,0.0588235294117647,0.0157,Technology,36.5099983215332,0.0366268329392274,0.0404601037606326,2.0,50.96
ADBE,2010-06-23 19:46:27,0.0429,0.004,0.012,0.3333333333333333,0.0,0.0389,Technology,30.3799991607666,-0.0726495507541654,-0.6053681598426808,2.0,44.56
ADBE,2010-09-22 01:39:20,0.0405,0.0059,0.0118,0.0526315789473684,0.0,0.0346,Technology,26.670000076293945,-0.1903460477175336,-0.8193287508363816,2.0,30.78
ADBE,2010-12-21 07:42:24,0.0454,0.0042,0.0084,0.0555555555555555,0.0,0.0412,Technology,30.93000030517578,0.0599725833344009,-0.2358518543377752,2.0,17.16
ADBE,2011-03-23 01:51:22,0.0206,0.0028,0.0094,0.125,0.0625,0.0178,Technology,31.68000030517578,-0.036496372383124,0.1045955621851986,2.0,19.17
ADBE,2011-06-22 05:31:22,0.0403,0.0032,0.0074,0.1333333333333333,0.0666666666666666,0.0371,Technology,30.010000228881836,-0.0624804185417893,0.1292527995778239,2.0,19.13
ADBE,2011-09-21 00:21:14,0.0277,0.0029,0.0115,0.2,0.7333333333333333,0.0248,Technology,24.88999938964844,0.0101461041474306,0.3580127687254772,2.0,13.79
ADBE,2011-12-16 02:21:14,0.0506,0.0067,0.009,0.2307692307692307,0.7692307692307693,0.0439,Technology,28.200000762939453,0.0657597028976417,0.4436907048290424,2.0,16.62
ADBE,2012-03-20 01:01:37,0.0483,0.0042,0.0126,0.1875,0.8125,0.0441,Technology,33.15999984741211,-0.0391190536013076,0.0376670000135551,2.0,24.73
ADBE,2012-06-20 00:51:11,0.0468,0.0031,0.0114,0.1666666666666666,0.8333333333333334,0.0437,Technology,31.989999771118164,-0.0273639293168711,-0.1117506683014442,2.0,18.93
ADBE,2012-09-20 01:11:10,0.0568,0.0033,0.0142,0.2307692307692307,0.7692307692307693,0.0535,Technology,34.529998779296875,0.0425724605339494,0.4117074701197055,2.0,19.67
ADBE,2012-12-14 03:11:11,0.0669,0.0021,0.0227,0.1875,0.8125,0.0648,Technology,37.560001373291016,0.0571348906202893,0.9298034949148848,2.0,21.1
ADBE,2013-02-26 22:01:10,0.0365,0.0149,0.0054,0.6666666666666666,0.3333333333333333,0.0215999999999999,Technology,38.59000015258789,0.0125951071778767,0.5632377582296174,2.0,27.68
ADBE,2013-03-20 00:31:08,0.0778,0.0011,0.0108,0.1875,0.75,0.0766999999999999,Technology,42.459999084472656,0.0419631677171203,0.8418881162834689,2.0,27.68
ADBE,2013-05-07 02:51:11,0.0559,0.0086,0.0043,0.4,0.5,0.0472999999999999,Technology,45.599998474121094,-0.0191439701487026,0.5863702570696021,2.0,38.31
ADBE,2013-06-19 01:01:43,0.064,0.0087,0.013,0.1764705882352941,0.8235294117647058,0.0553,Technology,45.779998779296875,0.0558117651033329,0.4796100656556503,2.0,38.31
ADBE,2013-09-18 00:41:11,0.0527,0.0022,0.0108,0.2,0.7333333333333333,0.0504999999999999,Technology,52.58000183105469,0.0922310448213463,0.1308280005864531,2.0,51.99
ADBE,2013-11-21 00:26:17,0.0563,0.0137,0.0041,0.6666666666666666,0.0,0.0426,Technology,56.22999954223633,0.0051841423426293,0.6218050257216986,2.0,99.61
ADBE,2013-12-13 02:41:11,0.0588,0.0031,0.0115,0.2,0.8,0.0557,Technology,60.88999938964844,0.1278013983454573,0.7766810670249776,2.0,99.61
ADBE,2014-03-19 03:49:11,0.066,0.001,0.0094,0.2,0.0,0.065,Technology,67.62999725341797,-0.0129889000766391,-0.0998831993865502,2.0,129.49
ADBE,2014-06-18 03:09:11,0.0693,0.0042,0.0095,0.2142857142857142,0.0,0.0651,Technology,73.08000183105469,0.0820254788337395,0.1424532940105269,2.0,117.35
ADBE,2014-09-17 00:43:14,0.0728,0.0033,0.0077,0.1333333333333333,0.0,0.0695,Technology,67.30000305175781,-0.048494276012777,-0.8587029283083135,2.0,149.79
ADBE,2015-03-18 00:54:08,0.0544,0.0021,0.0085,0.2,0.0666666666666666,0.0523,Technology,76.88999938964844,-0.0347728363685539,0.1546737342181054,2.0,138.77
ADBE,2015-06-17 03:50:06,0.0723,0.0022,0.0076,0.0526315789473684,0.0,0.0701,Technology,77.91000366210938,-0.0253940294883628,0.0552509148190642,2.0,114.62
ADBE,2015-09-18 04:22:07,0.0726,0.0032,0.0105,0.0555555555555555,0.0,0.0694,Technology,81.25,0.0117046752581511,0.2633187300616091,2.0,83.59
ADBE,2015-12-11 01:23:13,0.0561,0.0031,0.0104,0.1764705882352941,0.1176470588235294,0.053,Technology,91.41999816894533,0.0276528676909804,-0.0537185197211841,2.0,73.76
ADBE,2016-03-18 00:03:14,0.0581,0.0054,0.0097,0.0625,0.125,0.0527,Technology,93.41999816894533,0.0384615286759142,-0.8425370649136309,2.0,54.24
ADBE,2016-06-22 03:17:15,0.0474,0.0074,0.0095,0.2,0.0666666666666666,0.0399999999999999,Technology,94.01000213623048,-0.0572603190390573,0.5842907494343574,2.0,56.52
ADBE,2016-09-21 02:49:07,0.0597,0.0043,0.0087,0.2142857142857142,0.0,0.0554,Technology,107.77999877929688,0.0711587739740751,0.9821536900053992,2.0,52.2
ADBE,2016-12-16 03:20:07,0.0568,0.0042,0.0095,0.1875,0.0625,0.0526,Technology,103.5500030517578,-0.0147478158407865,0.8628580962682033,2.0,44.31
ADBE,2017-03-17 00:22:09,0.0436,0.0055,0.0076,0.1875,0.0,0.0381,Technology,127.01000213623048,0.0380874844317635,0.3995529054640502,2.0,45.17
ADBE,2017-06-21 00:31:09,0.0479,0.0052,0.0094,0.2,0.0666666666666666,0.0427,Technology,144.24000549316406,0.0236321179796414,0.0584803161512771,2.0,49.09
ADBE,2017-09-20 00:25:11,0.0557,0.0053,0.0084,0.0555555555555555,0.0,0.0504,Technology,149.9600067138672,-0.0424010161612591,-0.895448267280101,2.0,48.64
ADBE,2017-12-15 03:07:07,0.0529,0.0032,0.0106,0.0625,0.0,0.0497,Technology,177.50999450683594,0.0143428257533482,-0.7810223652591951,2.0,46.77
ADBE,2018-03-16 02:05:13,0.0539,0.0065,0.0086,0.0625,0.0,0.0474,Technology,225.5500030517578,0.0305204371709044,-0.6023961596529406,2.0,48.63
ADBE,2018-06-15 01:03:11,0.0611,0.0042,0.0105,0.05,0.05,0.0569,Technology,251.82000732421875,-0.0243316490925543,-0.5935270368295537,2.0,52.04
ADBE,2018-09-05 16:55:07,0.0388,0.0107,0.0067,0.0,0.0,0.0281,Technology,256.1400146484375,-0.039522942540942,0.4388428648133938,2.0,54.44
ADBE,2018-09-14 03:02:08,0.0497,0.0021,0.0106,0.0588235294117647,0.0,0.0476,Technology,274.69000244140625,0.0229778552069739,0.407189823020428,2.0,54.44
ADBE,2018-11-14 03:37:09,0.0515,0.0026,0.0168,0.0,0.0,0.0489,Technology,235.22000122070312,-0.0147440906068074,0.4110977429011352,2.0,48.16
ADBE,2018-12-14 04:41:11,0.0483,0.0011,0.0084,0.0555555555555555,0.0,0.0472,Technology,230.0,-0.0728797230635598,0.2460361836967791,2.0,48.16
ADBE,2019-03-15 02:29:23,0.0564,0.0011,0.0076,0.1875,0.0,0.0553,Technology,257.0899963378906,-0.0395980649514015,-0.1547357175814212,2.0,48.61
ADBE,2019-06-19 02:31:11,0.0562,0.0232,0.0098,0.2,0.0,0.033,Technology,291.2099914550781,0.0521352436571389,-0.7826430006128907,2.0,73.61
ADBE,2019-09-18 02:20:12,0.0432,0.018,0.0108,0.1875,0.0,0.0252,Technology,279.7200012207031,-0.0174575895819384,-0.5676319164123753,2.0,50.09
ADBE,2019-12-13 02:34:09,0.0331,0.0137,0.0091,0.2,0.0,0.0193999999999999,Technology,317.94000244140625,0.0391554821574999,-0.618406765105907,2.0,50.91
ADBE,2020-03-13 03:39:38,0.0485,0.0294,0.0192,0.2142857142857142,0.0,0.0191,Technology,335.5,0.1771929824561404,-0.4013222894210655,2.0,51.74
ADBE,2020-06-12 03:13:09,0.0512,0.0171,0.0128,0.2142857142857142,0.0714285714285714,0.0341,Technology,406.5400085449219,0.0486754055345708,-0.397985655572442,2.0,51.0
ADBE,2020-06-23 00:05:12,0.0305,0.0111,0.0042,0.0,0.0,0.0194,Technology,440.5499877929687,0.0043543066768818,-0.1829523370441212,2.0,51.0
ADBE,2020-09-16 00:56:10,0.0557,0.0075,0.0107,0.0555555555555555,0.0555555555555555,0.0482,Technology,476.0,-0.0435429357667759,-0.6599016184636765,2.0,64.66
ADBE,2020-12-10 20:17:01,0.056,0.0137,0.01,0.3,0.05,0.0423,Technology,476.8699951171875,-0.0142018341585919,-0.5426042693739958,2.0,44.14
AMGN,2009-10-22 02:31:25,0.0211,0.0082,0.0094,0.217391304347826,0.0,0.0129,Healthcare,40.29916763305664,-0.0429291833449764,-0.8945502208306341,2.3,8.96
AMGN,2010-01-26 03:53:20,0.0262,0.016,0.008,0.2105263157894736,0.0,0.0102,Healthcare,40.10778045654297,0.015616360655573,-0.8357948874409016,2.3,8.96
AMGN,2010-04-22 05:43:13,0.0431,0.0072,0.0084,0.25,0.0,0.0359,Healthcare,41.2277946472168,-0.0093683437297716,-0.2843989797042973,2.3,9.08
AMGN,2010-07-30 05:21:55,0.0367,0.0073,0.011,0.2105263157894736,0.0526315789473684,0.0294,Healthcare,38.65461349487305,0.0217354895325068,0.2161238980913622,2.3,7.98
AMGN,2010-10-26 09:17:02,0.0185,0.0104,0.0093,0.2272727272727272,0.0454545454545454,0.0081,Healthcare,40.58981704711914,-0.0119068435748872,0.0414762874004971,2.3,8.5
AMGN,2011-01-25 05:06:32,0.0336,0.0146,0.0101,0.24,0.04,0.0189999999999999,Healthcare,40.51892852783203,-0.0022691256046547,0.365387585825332,2.3,8.19
AMGN,2011-04-21 00:01:21,0.0225,0.0045,0.0079,0.2631578947368421,0.0,0.018,Healthcare,38.05915069580078,-0.044322114254958,0.5406330585111544,2.3,7.94
AMGN,2011-07-29 20:41:14,0.0189,0.0133,0.0089,0.2631578947368421,0.0,0.0056,Healthcare,38.775108337402344,0.023769361114446,-0.6328620981643832,2.3,8.67
AMGN,2011-10-25 01:41:14,0.0238,0.0114,0.0045,0.25,0.7,0.0124,Healthcare,40.248191833496094,-0.0420698322990158,-0.5541618528016712,2.3,9.8
AMGN,2012-01-10 01:01:04,0.0783,0.0039,0.0013,0.5,0.5,0.0744,Healthcare,47.03511047363281,0.0228974411494573,0.4428653566120815,2.3,11.47
AMGN,2012-01-27 03:51:11,0.0339,0.0068,0.0034,0.2608695652173913,0.6956521739130435,0.0271,Healthcare,48.94744873046875,0.0038192961292271,0.4065925174083836,2.3,11.47
AMGN,2012-04-25 02:31:09,0.0473,0.0097,0.0024,0.2727272727272727,0.6818181818181818,0.0376,Healthcare,50.5426025390625,0.0227306673541765,0.7658463195072246,2.3,11.42
AMGN,2012-07-27 01:51:10,0.0434,0.0045,0.0011,0.217391304347826,0.7391304347826086,0.0389,Healthcare,60.738250732421875,0.0583934963396337,0.0952848016268656,2.3,11.36
AMGN,2012-10-24 01:31:08,0.0421,0.0055,0.0067,0.2083333333333333,0.75,0.0366,Healthcare,63.60780715942383,0.0020614657289961,0.605081400769889,2.3,11.05
AMGN,2013-01-24 00:08:09,0.0252,0.0055,0.0044,0.0454545454545454,0.0454545454545454,0.0197,Healthcare,60.31418991088867,-0.0054173949954721,0.6615099433878595,2.3,11.68
AMGN,2013-03-06 17:15:07,0.0352,0.0117,0.0052,0.3333333333333333,0.0,0.0235,Healthcare,68.45972442626953,-0.0018192321336419,0.7180347402060248,2.3,13.3
AMGN,2013-04-23 23:54:07,0.0312,0.0056,0.0033,0.0476190476190476,0.0476190476190476,0.0255999999999999,Healthcare,82.76526641845703,-0.0058195278283605,0.8334083009045372,2.3,13.3
AMGN,2013-05-21 17:48:05,0.0338,0.0099,0.0155,0.5,0.0,0.0238999999999999,Healthcare,76.84956359863281,0.020160390659411,0.2025686760796575,2.3,12.34
AMGN,2013-05-30 19:10:07,0.0254,0.008,0.004,0.5,0.5,0.0174,Healthcare,77.57207489013672,0.0079512695145984,-0.2750163639843453,2.3,12.34
AMGN,2013-06-12 00:22:09,0.0315,0.0066,0.0052,0.0,0.0,0.0249,Healthcare,71.04750061035156,-0.0159300059124481,-0.4008837106185734,2.3,12.34
AMGN,2013-07-31 00:23:08,0.0376,0.0103,0.0046,0.25,0.0,0.0273,Healthcare,79.83538818359375,-0.0261688327762876,-0.6067091342415621,2.3,12.34
AMGN,2013-08-26 15:01:07,0.0459,0.0136,0.0037,0.1875,0.6875,0.0323,Healthcare,84.22769927978516,0.0771779109258903,0.4895600738763102,2.3,13.19
AMGN,2013-09-03 23:19:10,0.0335,0.0307,0.0084,0.0,0.25,0.0028,Healthcare,82.19882202148438,0.0190013072844934,0.1394606796012598,2.3,13.19
AMGN,2013-09-11 18:11:12,0.0563,0.0124,0.0124,0.5,0.0,0.0439,Healthcare,82.9096908569336,0.0072868163164101,0.0435476721622182,2.3,13.19
AMGN,2013-10-23 01:15:05,0.036,0.009,0.0034,0.0454545454545454,0.0454545454545454,0.0269999999999999,Healthcare,85.64938354492188,-0.0046472756360667,0.0646345882290536,2.3,13.19
AMGN,2014-01-29 02:34:09,0.0274,0.0055,0.0077,0.0454545454545454,0.0454545454545454,0.0219,Healthcare,88.6090316772461,-0.0126758099277139,-0.3471698258258938,2.3,12.85
AMGN,2014-04-23 04:42:08,0.0338,0.0164,0.0065,0.0434782608695652,0.0,0.0173999999999999,Healthcare,84.68866729736328,-0.0501258419412895,0.8150761043355705,2.3,15.74
AMGN,2014-06-12 00:20:07,0.0417,0.0161,0.0108,0.0,0.0,0.0256,Healthcare,87.31771850585938,-0.0012035397735816,0.9358373234479336,2.3,13.22
AMGN,2014-07-30 02:04:07,0.0308,0.0091,0.0091,0.05,0.0,0.0217,Healthcare,97.69517517089844,0.0543345608692422,0.478039796314068,2.3,13.22
AMGN,2014-10-28 02:27:08,0.0427,0.0196,0.0035,0.1052631578947368,0.0,0.0231,Healthcare,118.68804168701172,0.0606613012292525,0.5214999228382308,2.3,15.86
AMGN,2015-01-28 03:46:10,0.0364,0.0099,0.0055,0.0869565217391304,0.0,0.0265,Healthcare,117.2087860107422,-0.0267481000485967,-0.9459947611651996,2.3,18.35
AMGN,2015-04-22 01:19:12,0.0413,0.0152,0.0065,0.0555555555555555,0.0,0.0261,Healthcare,128.8472900390625,0.0037992547944789,-0.9266788273259592,2.3,16.56
AMGN,2015-07-31 01:46:16,0.0506,0.0086,0.0086,0.2777777777777778,0.0,0.0419999999999999,Healthcare,135.21759033203125,0.0285395400575994,0.0430482080497965,2.3,15.69
AMGN,2015-10-29 03:29:14,0.0475,0.0077,0.0088,0.2941176470588235,0.0,0.0398,Healthcare,123.53050994873048,-0.0128482101317457,0.5315334671174479,2.3,12.78
AMGN,2016-01-29 05:10:11,0.0535,0.0,0.0033,0.2105263157894736,0.0,0.0535,Healthcare,118.08637237548828,0.0295249947784812,0.5607194012222267,2.3,13.95
AMGN,2016-04-29 05:33:53,0.0404,0.0055,0.0066,0.2105263157894736,0.0,0.0349,Healthcare,123.24403381347656,-0.0140755308291478,0.776658987842346,2.3,12.44
AMGN,2016-07-28 02:54:40,0.0423,0.0056,0.0022,0.2105263157894736,0.0,0.0366999999999999,Healthcare,134.22740173339844,0.0035153216231238,0.8834519971202671,2.3,12.29
AMGN,2016-10-28 03:14:31,0.061,0.0162,0.005,0.0,0.0,0.0448,Healthcare,114.43497467041016,-0.0958462405474103,0.1366175550336994,2.3,13.22
AMGN,2017-02-03 04:08:22,0.0375,0.0094,0.0106,0.0,0.0,0.0281,Healthcare,132.94387817382812,0.0498180418697695,-0.9680662187017168,2.3,11.42
AMGN,2017-04-27 03:36:21,0.0572,0.0137,0.0087,0.0,0.0,0.0435,Healthcare,130.01748657226562,-0.0114818249200068,-0.8578944504353434,2.3,12.55
AMGN,2017-07-26 03:06:25,0.0517,0.0022,0.0022,0.0,0.0,0.0495,Healthcare,141.5567169189453,-0.0276409353242403,-0.7379215678015715,2.3,12.73
AMGN,2017-10-26 02:28:27,0.0431,0.012,0.006,0.0,0.0,0.0311,Healthcare,143.02178955078125,-0.0055213119415519,-0.8169907094137304,2.3,13.78
AMGN,2018-02-02 07:09:09,0.0601,0.0048,0.006,0.0869565217391304,0.0434782608695652,0.0553,Healthcare,152.55690002441406,0.0078140608540944,0.0975403625298523,2.3,55.62
AMGN,2018-04-25 04:45:10,0.0287,0.0096,0.0042,0.0952380952380952,0.0,0.0191,Healthcare,143.6989288330078,0.0168081081606343,-0.4716714233521308,2.3,46.59
AMGN,2018-07-27 05:40:20,0.044,0.011,0.0122,0.0,0.0,0.033,Healthcare,159.39407348632812,-0.0082967174170877,-0.1249488851203834,2.3,42.78
AMGN,2018-09-12 18:21:54,0.0728,0.007,0.0098,0.5,0.0,0.0658,Healthcare,166.36642456054688,0.0001506235742589,-0.3296212214799103,2.3,47.06
AMGN,2018-09-14 14:58:11,0.0462,0.0125,0.0075,0.6666666666666666,0.0,0.0336999999999999,Healthcare,167.26702880859375,-0.011580330920956,-0.2954316995114757,2.3,47.06
AMGN,2018-10-31 03:40:11,0.038,0.0127,0.0095,0.0434782608695652,0.0,0.0253,Healthcare,160.77078247070312,0.0196210003948316,-0.203433601430736,2.3,47.06
AMGN,2018-11-28 09:15:20,0.0326,0.0163,0.0151,0.3333333333333333,0.0,0.0163,Healthcare,169.14036560058594,0.0219178708585818,-0.567278283815648,2.3,13.07
AMGN,2018-11-29 07:51:47,0.0288,0.017,0.0183,0.25,0.0,0.0117999999999999,Healthcare,169.93807983398438,0.0047162853796958,-0.5213369738118188,2.3,13.07
AMGN,2019-01-08 21:39:11,0.0758,0.0053,0.004,0.5,0.0,0.0705,Healthcare,168.46017456054688,0.0128237237053758,-0.0265066037200346,2.3,13.07
AMGN,2019-01-30 02:55:12,0.0566,0.0115,0.0046,0.1,0.0,0.0451,Healthcare,155.2342529296875,-0.0377388418908324,-0.2061553601402216,2.3,13.07
AMGN,2019-03-12 18:31:12,0.053,0.0095,0.0136,0.6666666666666666,0.0,0.0435,Healthcare,155.859130859375,0.0002172898694841,0.0746659292338314,2.3,12.92
AMGN,2019-05-01 03:52:43,0.0428,0.0158,0.0068,0.0476190476190476,0.0,0.0269999999999999,Healthcare,149.055419921875,-0.0177335936756839,0.5962130387253082,2.3,12.92
AMGN,2019-05-15 21:42:11,0.0435,0.0286,0.0122,0.3333333333333333,0.0,0.0148999999999999,Healthcare,143.74952697753906,0.0122756882939658,-0.6232924125163501,2.3,12.55
AMGN,2019-06-08 11:50:12,0.0227,0.0401,0.0094,0.0666666666666666,0.0666666666666666,-0.0173999999999999,Healthcare,,,,2.3,12.55
AMGN,2019-06-12 22:30:11,0.0307,0.0187,0.0307,0.5,0.0,0.012,Healthcare,149.8778076171875,0.0056122431219871,,2.3,12.55
AMGN,2019-07-31 03:32:09,0.0336,0.0427,0.0155,0.1,0.0,-0.0091,Healthcare,159.2494354248047,0.0574097714879726,,2.3,12.55
AMGN,2019-08-27 20:22:25,0.0662,0.0268,0.0178,0.1176470588235294,0.0,0.0393999999999999,Healthcare,177.4915771484375,0.0052577729508715,,2.3,12.77
